C0_CD4_FOXP3_nam,C0_CD4_FOXP3_pva,C0_CD4_FOXP3_log,C1_CD8_HAVCR2_nam,C1_CD8_HAVCR2_pva,C1_CD8_HAVCR2_log,C2_CD8_GZMK_nam,C2_CD8_GZMK_pva,C2_CD8_GZMK_log,C4_CD4_CCR7_nam,C4_CD4_CCR7_pva,C4_CD4_CCR7_log,C5_CD8_GZMK_nam,C5_CD8_GZMK_pva,C5_CD8_GZMK_log,C6_CD8_ZNF683_nam,C6_CD8_ZNF683_pva,C6_CD8_ZNF683_log,C7_CD8_ZNF683_nam,C7_CD8_ZNF683_pva,C7_CD8_ZNF683_log,C8_CD4_CXCL13_nam,C8_CD4_CXCL13_pva,C8_CD4_CXCL13_log,C9_CD4_EZH2_nam,C9_CD4_EZH2_pva,C9_CD4_EZH2_log
APEX2,0.710352759,-0.26574892,ATXN2,0.471642116,-0.32210755,ACO1,0.731960391,-0.7221729,POLR2C,0.721528158,-0.08165519,FAM89B,0.348382765,-1.3320063,PRPF6,0.864077958,-0.025186334,RND1,0.863089516,-23.781431,TAF6L,0.891028208,0.6050303,RAB7B,0.746011484,4.001943
GJA1,0.710123858,-1.344643,MYNN,0.471151244,-0.7608806,WDR76,0.731960391,-0.27928832,HMOX1,0.721360124,-1.3631637,CBFA2T2,0.348203712,-1.7200313,INTS1,0.86402217,-0.705531,CCDC8,0.863089516,-23.616524,ARHGAP11A,0.891050259,-0.101273075,ZNF28,0.746043172,0.5525753
SAV1,0.710043749,-0.7985274,DDX20,0.471151244,-1.4299242,ANKRD26,0.7319461,-0.4705085,CENPU,0.72128375,-1.2104306,OSGEP,0.348072444,-0.7387487,RNF185,0.863966382,-0.55020577,KPTN,0.863089516,-23.571007,SNRNP48,0.891094361,-0.26336992,ROBO1,0.74607486,3.625932
TMEM181,0.709997974,-0.1146384,FANCA,0.471057279,-0.6518773,TTN,0.731903228,-1.2242106,FDFT1,0.72117683,-0.08270564,ETF1,0.347643061,-0.63638884,ZNF738,0.863910595,-0.73172,CLEC12A,0.863089516,-23.757399,DEPDC5,0.891160514,0.61153907,CBWD3,0.746898903,0.42125484
ALDH9A1,0.709860655,-0.06596748,TIMM17B,0.47101552,-0.0502502,ZNF708,0.731746039,-0.35217384,RAD54L2,0.721085189,-0.57044935,ARSA,0.347523847,-2.437944,TVP23B,0.863854809,-0.40009636,EVI5L,0.863089516,-23.694843,HJURP,0.891292824,0.024480494,MS4A4A,0.747184217,0.95311046
RXRB,0.709780556,-0.11414209,TTC37,0.470942447,-0.27501896,PAX8,0.73171746,-0.7452636,TMEM109,0.721069916,-0.06596481,RASSF3,0.347297413,-1.1703702,GIT1,0.863706049,-0.4471759,CD276,0.863089516,-23.560226,EXO1,0.89135898,1.1201041,SPICE1,0.747691526,0.7179061
EI24,0.709757671,-0.09564479,NCALD,0.470900694,-0.90490276,SERPINB6,0.731488844,-0.03978003,ERCC3,0.721024097,-0.57780945,ABCB1,0.34715445,-3.537337,ELMOD2,0.863538699,-0.49232885,KIF23,0.863089516,-22.67128,ZNF549,0.891447189,0.3009764,ZNF180,0.748262379,0.7459184
BLZF1,0.709643251,-0.17473984,TSPYL1,0.470702395,-0.13252118,FBXW9,0.731303112,-24.231644,NDUFAF5,0.721008825,-1.493177,TRIM52,0.347071073,-1.7212615,RPP38,0.863315576,-0.21095097,ADTRP,0.863089516,-23.83817,ANKRD40,0.891447189,-0.12438432,CMC1,0.748484415,-0.87749726
FARSB,0.709471634,-0.19590242,ACO2,0.470608479,-0.1324863,CLDN16,0.731303112,-23.994183,BRAF,0.720947735,-0.86308444,MAGT1,0.346880544,-0.61973286,GAR1,0.863296983,-0.10085574,GNG10,0.863089516,-23.37926,MCF2L,0.891491294,1.3429593,GSAP,0.748674748,0.10319653
VTI1A,0.709277152,-0.15402904,TCERG1,0.470545875,-0.3377297,MND1,0.731303112,-23.587719,LGMN,0.720856104,-0.8406063,SDCBP,0.346701983,-0.07240361,PLEKHA2,0.863148241,0.015598745,SLC7A2,0.863089516,-23.347878,USP40,0.891557452,-0.023281122,BTN3A1,0.748896823,-0.5228694
ATRAID,0.709254273,-0.010388056,TPRG1L,0.470378952,-1.5604196,PTPN13,0.731303112,-24.214056,FGGY,0.72081029,-1.6120294,TBC1D1,0.346666278,-0.9729694,KLHDC10,0.863092464,-0.5683717,MAP3K13,0.862859891,-0.26404774,FERMT2,0.891557452,0.39754602,ENC1,0.749023732,0.60122657
CPT1A,0.709151321,-0.15676787,CIZ1,0.470285072,-0.5612314,TPBG,0.731303112,-24.446396,SDHAF4,0.720779748,-1.5290905,LAX1,0.346654376,-1.0482497,ATAD2B,0.86305528,-0.39890835,RREB1,0.862725948,-0.4334459,BEST4,0.891623611,1.1362885,STARD10,0.749087189,0.4265595
KRR1,0.709071251,-0.04457956,INSIG1,0.470201633,-0.30996904,LEFTY1,0.731303112,-23.914518,CAPN15,0.720733936,-1.6080801,TSNAX,0.346618674,-0.5387874,XPNPEP1,0.862869363,-0.11215636,RSF1,0.86268768,-0.08280857,NEDD4,0.891623611,0.91490245,METAP1D,0.749087189,0.8620054
TMEM176B,0.709048374,-0.41964152,GRHPR,0.470149487,-0.18075936,NLE1,0.73113168,-1.1439537,IFT52,0.720718665,-0.5826177,SCAPER,0.346285569,-0.9848484,GATAD2A,0.862478962,-0.15985039,MEGF9,0.862477208,-0.7623018,C1orf194,0.891623611,1.1347871,NTRK2,0.74927757,4.1263185
NAF1,0.70895687,-0.43516272,MAEA,0.469763707,-0.2632401,LRRN3,0.731103109,-1.3750061,SENP6,0.720504889,-0.110239126,PRKAR2A,0.346273676,-0.5902667,TCAF2,0.862386014,-0.87022084,POC1A,0.862458075,-0.85501176,ZNF367,0.891623611,0.65581363,ZBED8,0.7494045,3.1908681
AFG3L2,0.70891112,-0.09714094,RSRP1,0.469690742,-0.09984588,ERICH1,0.731017399,-0.1263223,SLC25A13,0.72048962,-1.6690016,VHL,0.346202324,-1.1072145,ICE1,0.86227448,-0.11490051,SLC29A1,0.862381542,-1.2217593,KIF19,0.891667718,1.2408192,CYB5R2,0.7494045,2.6951802
MFAP1,0.708819623,-0.09244316,BCL2L13,0.469638627,-0.74129087,NTHL1,0.731003115,-0.575406,MICAL1,0.720413277,-0.37400243,MAP7D1,0.346130982,-0.7214037,CFAP20,0.86195848,0.001803813,PRR11,0.862381542,-1.0987806,MEIG1,0.891667718,1.0361842,MMP11,0.7494045,0.6680548
KLF9,0.708728129,-0.12993334,TRNAU1AP,0.469471882,-0.11132439,CDK11A,0.730888841,-0.1941557,SLC35E3,0.720199532,-0.3155398,KDM5B,0.346059649,-2.6143172,AIG1,0.861642502,-0.48262912,DDX51,0.862305011,-1.2742374,FBXL6,0.891667718,0.93975383,NKAIN4,0.7494045,3.6423912
PLK1,0.708705257,-0.9095081,PECR,0.469263497,-1.0976492,ZNF234,0.730788857,-1.4483558,VPS35,0.719756845,-0.12818715,DLGAP4,0.345715004,-1.2343875,TRMT2A,0.861623916,-0.2574893,MEIS1,0.862209349,-0.6098276,TEAD2,0.891667718,0.8503128,SNIP1,0.749531436,0.23599415
RMI2,0.708659512,-0.83950466,UBE2G2,0.469075995,-0.16822809,KCNAB2,0.730774574,-0.046436522,TRIP4,0.719741581,-0.36183167,DUSP23,0.345287475,-0.24753429,CHRAC1,0.861549571,-0.06972178,LIMS2,0.862190217,-1.4374588,BMPR1A,0.891689771,0.22720584,ZNF773,0.749531436,0.29116318
DCAF12,0.708602333,-0.21919817,KLF9,0.468898947,-0.23090248,TMBIM1,0.730731725,-0.13515154,NADSYN1,0.719619478,-0.2881532,TUBB,0.345251862,-0.18031937,GSE1,0.861493814,-0.3362284,EXOSC8,0.862171085,-0.07717715,PHF13,0.891689771,0.35267067,METTL25,0.749594907,0.20860824
UTP6,0.708305027,-0.1853641,PAF1,0.468669881,-0.39748293,TMEM50B,0.730660312,-0.10849773,DTNB,0.719527905,-0.66354144,P2RX5,0.345014507,-0.9390597,FBXO34,0.861456643,-0.18770538,DCLRE1A,0.862151953,-1.3922964,RGMB,0.891711824,0.9891873,ZNF552,0.749594907,-0.21380939
UHRF2,0.708133525,-0.30557215,CTHRC1,0.4685866,-0.3897258,PSKH1,0.730617465,-1.4042158,ABHD14B,0.719329511,-0.08542048,CTCF,0.344955185,-0.521153,SETDB1,0.861400887,-0.41207302,CD3EAP,0.862113689,-1.2914541,SPOCK1,0.891711824,0.9162006,AVIL,0.749594907,-0.19948997
SLC37A4,0.708122092,-0.74219966,MRPL1,0.468534553,-0.08209498,C6orf226,0.730588901,-0.33873454,STIM1,0.719314251,-0.26262382,HSPD1,0.344812837,-0.1032718,MAST4,0.861400887,-0.26064092,FCHO1,0.862018031,-0.5623913,CDS1,0.891711824,0.9595284,ZNF791,0.75054717,-0.55824167
RAB24,0.707962038,-0.81807977,GNA13,0.468399247,-0.28959367,MORC2,0.730503212,-1.4995304,PNMA1,0.719054843,-0.4124456,API5,0.344682385,-0.6142913,POLR3D,0.861233622,-0.2073564,TRIP10,0.861960637,-1.4356072,KIF3C,0.891711824,0.964262,CD40LG,0.750674168,-0.6227746
RTP5,0.707939174,-24.087502,NUP37,0.468128699,-0.347399,PRKAG1,0.730388964,-0.13225783,LIG3,0.719039585,-1.1099216,CCL20,0.344540109,-26.069582,CTDSPL2,0.861233622,-0.18219818,TTC21B,0.861922375,-1.520463,TPRN,0.891711824,0.4015424,POMT1,0.752071582,0.7391384
FAM111B,0.707939174,-23.289246,PUM3,0.46807668,-0.3940811,SAT1,0.730388964,-0.051220395,WDR54,0.718887009,-0.1288415,POM121,0.344540109,-26.070776,RELB,0.861103532,-0.26675466,HAUS3,0.861864983,-0.1467997,ADAM22,0.891711824,0.96317875,VCAM1,0.752325745,0.6328939
ELMOD2,0.707893447,-0.44288188,NF2,0.467993457,-0.58599865,SLC25A13,0.730189046,-1.5190538,CES2,0.718825981,-0.3900165,NCOA3,0.344291217,-0.63941485,SAE1,0.860992029,-0.13212244,MMP9,0.861845852,-1.6455375,CD274,0.891755932,1.0985917,GTF2IRD1,0.752484611,4.0326385
ACTR5,0.707893447,-0.8465812,CAPN12,0.467910243,-0.61965346,HADH,0.73011765,-0.20526746,PTDSS1,0.718597144,-0.17347151,IL2RA,0.344113507,-3.0796862,MUL1,0.860954862,-0.24490501,C12orf29,0.861845852,-0.19896802,NMU,0.891755932,1.010319,ACAD10,0.752579935,0.57552165
PDLIM3,0.707333377,-1.493375,ZBTB20,0.467827036,-0.23846039,LAT2,0.730103372,-0.31014,COPA,0.718490362,-0.099243194,CUEDC2,0.343971381,-0.34413353,PDCD7,0.86082478,-0.3615017,TNFAIP2,0.861807591,-1.6419576,MLPH,0.891755932,0.7263833,SEMA6A,0.752611711,3.5328083
WWTR1,0.707241952,-1.4740396,NSG1,0.467608658,-0.9006371,CCDC51,0.729932034,-0.7796998,RAMP1,0.718231057,-24.479792,RP9,0.343971381,-2.2148752,FCHSD2,0.860769031,-0.37886927,TSTD2,0.861711939,-0.7256986,ITGAD,0.891755932,0.9732203,MAPK12,0.752611711,2.376388
IFT20,0.707184814,-0.023515707,WIPI2,0.467587863,-0.13046259,HERC3,0.72984637,-0.89374554,MTHFD1L,0.718231057,-24.283737,DUSP6,0.343900332,-0.95642114,PLIN3,0.860713284,-0.15173377,CDC42EP4,0.861692809,-1.8327368,NDST1,0.891755932,0.5587516,AKR1C1,0.752611711,3.1575885
PDE4A,0.706887721,-0.3659112,TEX261,0.467452708,-0.9536732,CENPN,0.72976071,-0.6675292,PKNOX1,0.718231057,-0.44533744,PTRH1,0.343793777,-1.2200885,LYL1,0.860694701,-0.41120747,ZSCAN29,0.861654549,-1.8269241,LRRC29,0.891755932,1.0229695,EYA2,0.752675263,3.574539
THOC7,0.706636369,0.01787205,MSL1,0.467327969,-0.74026656,TLE4,0.729403828,-0.077399805,CHST2,0.718231057,-24.466627,PACS1,0.343793777,-0.7458863,BRCC3,0.860508882,-0.28019825,C9orf40,0.86159716,-0.58862096,PIP5KL1,0.891755932,0.44436046,C2orf88,0.752675263,2.9174702
INPP4B,0.706499282,-0.013274675,HCCS,0.467255213,-0.930528,ZNF714,0.729232546,-1.525115,ZNF281,0.718017536,-0.2020618,FN3KRP,0.343580728,-0.9375898,EPM2AIP1,0.860471719,-0.11025514,ZNF512B,0.861578031,-1.8406417,SLC12A5,0.891755932,0.58098435,TMEM25,0.75270704,0.11415217
RBM25,0.706430742,-0.007105602,SPATC1L,0.467140895,-1.3159127,CDKN2A,0.72914691,-0.16446115,ANKLE2,0.718017536,-0.19103414,PPIL2,0.343355936,-1.3159713,MTA1,0.86032307,-0.55173826,ULK1,0.861539772,-1.9594309,ZKSCAN5,0.891777985,0.2837897,TMTC3,0.75270704,0.51955736
IDI1,0.706350781,-8.18E-05,RPP30,0.467036983,-0.24420539,ZBTB45,0.72900419,-1.4249438,AGAP2,0.717895534,-0.6040644,ABI2,0.34310759,-0.8559132,PLCD1,0.860248747,-0.6280789,AP1S1,0.861405868,-0.07681215,LIPT2,0.891800039,0.69190717,ZNF334,0.752738817,2.5778205
MAD1L1,0.705859666,-0.044486154,WWP1,0.466953862,-0.40445536,ZBTB17,0.728918563,-0.64338493,B3GALT4,0.71777354,-0.18000378,DCP1A,0.342599431,-1.072698,EPN1,0.860230166,-0.11704464,SEMA4F,0.861386739,-2.0742958,RTN4R,0.891800039,0.68864197,GPC6,0.752738817,2.7434244
RANBP3,0.705688376,-0.10330939,DNAJC3,0.466808421,-0.16214347,SMUG1,0.72869024,-0.22962104,HAUS2,0.71777354,-0.6975009,DHRS4L2,0.342351435,-0.5132113,PYGB,0.860062946,-0.5036226,ATP2A3,0.861329354,-0.12711535,UBAP1L,0.891800039,0.8071707,ACSS3,0.752738817,2.6814847
FAM214A,0.705597027,-0.13998908,API5,0.466756484,-0.20457841,ZNF354A,0.72869024,-0.63130933,KDM3A,0.717651552,-0.56480473,SORL1,0.342138959,-0.3223918,FUCA1,0.859877152,-0.29304114,KAT7,0.860985054,-0.24849468,BRPF3,0.891822093,0.20511034,MYRF,0.752738817,2.895886
CSNK2A1,0.705562773,-0.08250213,POGZ,0.466746097,-0.19287246,SLC33A1,0.728533283,-0.33407348,FOXO3,0.717499078,-0.18981795,CNOT2,0.342079953,-0.4297524,PIF1,0.859877152,-0.3716181,ATR,0.860946801,-0.3463159,TSPAN15,0.891844147,0.8410524,NT5M,0.752738817,3.1841846
BRCC3,0.705505683,-0.327958,RYBP,0.466725323,-0.45937464,FBXO11,0.728504746,-0.31770983,BRD3,0.717331369,-0.25717875,ASAP1,0.342020953,-2.609259,MMGT1,0.859858573,-0.2981079,ABCA7,0.860908547,-0.39639947,CREB5,0.891844147,0.6507693,FBN2,0.752738817,2.69272
RINL,0.70542576,-0.15376733,MALT1,0.466486463,-0.26576567,SDE2,0.728219401,-0.5438761,RNF141,0.717316123,-0.8352408,ITFG1,0.341678883,-0.7901959,AKT1,0.859802837,-0.1193941,DEXI,0.860851167,-0.18691215,TSTD2,0.891932363,0.07965259,NPL,0.752834152,-0.14280723
PGM2,0.705060439,-0.29780307,PLCL2,0.466258051,-1.4613367,GOT2,0.728019682,-0.3202462,MICAL3,0.717285632,-0.9176284,SEC62,0.341608137,-0.11879407,AVL9,0.859784258,-0.29790407,C12orf76,0.860793788,-0.25606725,PRPSAP2,0.891976472,-0.19006094,GJA1,0.752834152,0.67877614
KIAA2026,0.704991949,0.001644466,NDUFA4,0.465365764,-0.19975854,FAM228B,0.727976888,-0.6790248,MFSD6,0.717285632,-0.8030614,NIFK,0.341466673,-0.41104943,LMBRD2,0.859728523,-0.7499022,SNX6,0.860659907,-0.08648649,IFT80,0.892197021,0.15755223,DVL3,0.752834152,0.2318544
ZBTB21,0.704877805,-1.7451293,DCPS,0.465158392,-0.31177673,NUDCD3,0.727948358,-0.21702811,CDKN2AIPNL,0.717148429,-0.31111303,GMPPB,0.34119564,-1.0059758,VCAM1,0.85965421,-0.8383759,HMCES,0.860583405,-0.19680548,MSANTD3,0.892241131,-0.15064932,ZNF25,0.75289771,0.108591385
TAX1BP3,0.704660948,-0.13357027,ASCC1,0.46484743,-0.584133,TAP2,0.727948358,-0.11369654,HMBOX1,0.717148429,-0.25419393,FUBP1,0.341160298,-0.2930764,KIF21B,0.859579899,-0.6205567,PI4K2B,0.860430406,-0.55614287,PIGL,0.892505803,-0.08544132,DGKQ,0.75296127,-0.010471936
DERL2,0.704603884,-0.052430525,USP47,0.464785251,-0.1865264,MEMO1,0.727905565,-0.5061435,DPH3,0.717148429,-0.1771911,ERGIC1,0.341089621,-0.9670082,ANO6,0.859561321,-0.4735841,NACC1,0.860373032,-0.49505424,ZNF14,0.892505803,0.09556306,CHML,0.75296127,0.014575581
COASY,0.704512586,-0.11026418,VPS41,0.464691992,-0.78835,IAH1,0.727691612,-0.0557227,GMIP,0.717133185,-0.14655806,MRPL39,0.341054286,-1.5567617,CXCL8,0.859487011,-0.47403708,ZC3H3,0.860353908,-0.6039855,TIMM23B,0.892549916,-0.20593704,ZNF699,0.75296127,0.27872658
GFOD2,0.704421292,-0.659797,MED27,0.464609103,-0.83238864,SRFBP1,0.727563251,-0.3282984,ODF2,0.716858808,-0.5523445,FGR,0.34061868,-2.0909002,ZNF669,0.859487011,-0.514379,NBPF12,0.860334783,-1.1333542,RBBP9,0.892638143,-0.53347325,CCDC159,0.753120177,-0.465125
ZSCAN9,0.704227306,-1.9247379,CENPN,0.464526223,-2.1812825,BZW2,0.727548989,-0.2833242,SERPINH1,0.716858808,-0.48115662,POLR3E,0.340406893,-1.3840457,COMMD1,0.859449857,0.046638165,CEP95,0.860296535,-0.2685737,ZNF169,0.892726371,-0.054238256,PLXND1,0.754264619,0.04590049
FAM43A,0.703862209,-0.7197161,TGFBR3,0.464298346,-0.79660344,SFR1,0.727377853,-0.5474826,ZNF518A,0.716813082,-0.25277916,MTF2,0.340312792,-0.29336983,SMG7,0.859412703,-0.23193212,DYNC1LI1,0.860220039,-0.08475806,DDX39B,0.892748429,-0.3104217,TPD52L1,0.754868847,0.75985146
FOXK2,0.703839393,-0.66415733,GNPDA1,0.464215496,-0.61824554,AREG,0.727363593,-0.16885589,ARL8A,0.71667591,-0.30521983,OCIAD1,0.340218708,-0.05486401,GPATCH8,0.859264089,-0.036312718,ZNF580,0.860220039,-0.20736085,SLC9A1,0.89292489,0.08544952,CERCAM,0.755377787,1.0193037
PDCL,0.703759538,-0.22998074,TUBG1,0.464008409,-1.229982,LZIC,0.727335072,-0.2397868,SLC2A1,0.71666067,-0.46460384,RAB21,0.34008937,-0.8117944,UQCC2,0.859264089,-0.06277929,WDR3,0.860200916,-0.38251278,TOX2,0.893013123,-0.13922587,VWCE,0.755950472,2.910038
ATP2A3,0.703725315,-0.10296572,UBAP2,0.463987703,-0.8712182,OSBPL11,0.72726377,-0.6372329,TRA2A,0.716553988,-0.08192635,ERCC1,0.340018835,-0.3038258,C3orf14,0.859245513,-0.82002556,NDUFAF7,0.860067052,-0.47306955,KLHL8,0.893189593,-0.096857466,NUDT7,0.755950472,0.56423724
CLDN5,0.703417339,-0.874395,TIPIN,0.463946293,-0.43544847,IER5,0.727163953,-0.49056402,ATF1,0.716553988,-0.13147433,MAPKAP1,0.339772037,-0.94264996,ADIPOR1,0.859226936,-0.04151691,SLC35B2,0.860028806,-0.17350438,GTF3C2,0.89363079,-0.33439216,ZNF185,0.755950472,3.1741304
LYSMD2,0.703143624,-0.0278123,TEX30,0.46351161,-0.7882285,USP22,0.726778986,-0.22746275,SCAI,0.716416833,-0.59454566,OTUD5,0.339713293,-1.1832888,INTS9,0.85920836,-0.82628113,LDOC1,0.860028806,-0.64906305,TMEM184C,0.893763155,-0.121605635,TTC30A,0.756077754,2.3408887
ANKRD44,0.702995377,-0.007069426,BOLA1,0.463315042,-0.53361464,RNF187,0.726736216,-0.41216347,TNPO1,0.716401594,-0.1518584,TMEM126A,0.339631061,-0.37376368,ARHGEF19,0.85920836,-0.9024583,EDF1,0.860009683,-0.007018445,NAPEPLD,0.893807278,-0.20327373,GLIS2,0.756077754,3.231533
PPP4R3A,0.702881349,-0.08864657,GLUD1,0.463252978,-0.20669793,LEMD2,0.726721959,-0.41610265,ANAPC7,0.716325402,-0.4513438,PMM1,0.339161413,-1.0283911,PAQR4,0.859134056,-0.84807277,UTP18,0.859837581,-0.13833705,YES1,0.893851401,-0.08112741,ZNRF3,0.756077754,2.726332
TMCO3,0.702539304,-0.39209557,ABI3,0.463180575,-0.07086685,IFT43,0.726679191,-0.41179088,ZNF585A,0.716218737,-2.0741591,MAPK13,0.339161413,-1.1363375,RAB33B,0.859096905,-0.55684876,ZNF549,0.85972285,-1.1916484,TOP2A,0.893961709,0.27716047,MPDZ,0.756077754,2.621277
HAGHL,0.702470903,-0.5419469,CWC22,0.462560241,-0.4645233,CPSF7,0.726622167,-0.22680575,IPP,0.716173026,-0.9520946,MGRN1,0.339137941,-0.82819235,FZD3,0.859096905,-1.3735464,ZCCHC8,0.859646364,-0.30561948,CLNK,0.894204395,-0.25011587,FZD7,0.756077754,1.8399516
CHCHD5,0.701661666,-0.04018834,RANBP9,0.462529236,-0.95179135,TMEM161B,0.726622167,-0.49047163,HSH2D,0.716142552,-0.21093585,ISY1,0.339126206,-0.7077444,NLRX1,0.859096905,-0.89781094,TACSTD2,0.85956988,-1.4113549,TNKS,0.894358837,-0.22283095,TEX22,0.756077754,2.902364
PLEKHF2,0.701593296,-0.278222,PCIF1,0.462508567,-0.5218321,EXOSC4,0.72643685,-0.12165381,COL6A2,0.716112078,-0.31927583,ANKRD36C,0.33897367,-0.80141973,GRK4,0.859059753,-1.1829325,DNAJC24,0.859493397,-0.54128784,TUBD1,0.894711861,-0.2635064,FNDC4,0.756077754,2.6857307
GANAB,0.701467956,-0.015322406,PI4KB,0.462425896,-0.5210772,COPS4,0.726408342,-0.08684112,VCAM1,0.716066369,-2.242795,ARL8B,0.338821178,-1.0507371,SUMO4,0.859022603,-1.3848041,ITGB3BP,0.859474276,-0.13163693,COL6A2,0.894822186,-0.41229972,GLIS3,0.756077754,2.6274977
GINS2,0.7012173,-0.4634605,ROCK1,0.462332901,-0.03275297,RAB35,0.72625155,-0.103031166,SRGAP2B,0.716066369,-2.3344805,DTX3L,0.33880945,-1.2749287,IGF1R,0.859022603,-1.2947868,MFSD5,0.859436035,-0.2988333,HMGCS1,0.895042841,-0.0607681,DACH1,0.756077754,2.2660189
LRRC42,0.70117173,-0.4370005,ILVBL,0.462064307,-0.9491384,PREP,0.72625155,-0.36035866,ZNF519,0.716035897,-2.2136588,C5orf24,0.338703907,-0.73326546,WWP2,0.858985452,-0.30455524,LDAH,0.859244836,-0.43271226,CENPP,0.895859334,0.59708756,ZC3H10,0.756141397,0.28082773
HINT3,0.701126161,-0.49235177,EIF4E3,0.461857755,-0.53778344,MED1,0.726237297,-0.36920992,ECE2,0.716005425,-2.2161472,REXO2,0.338446001,-0.23240994,TMEM67,0.858985452,-1.3313742,MED27,0.859149239,-0.2522379,CENPE,0.895947611,0.10954368,DNAL1,0.756205042,-0.27573514
DCK,0.701046417,-0.01791232,HSBP1L1,0.461857755,-0.81782687,SNAPC3,0.726194538,-0.51881903,RAD51AP1,0.715944483,-2.1134708,FAM219B,0.337953986,-1.4070568,SERPINF1,0.858985452,-0.2600712,CEP89,0.859111001,-0.4400887,SMARCD3,0.89634487,0.2372318,ZNF337,0.756332337,-0.26462898
ABHD17A,0.700921113,-0.0319867,NOP2,0.461816451,-1.0911204,BUB1,0.726109022,-2.0287776,PAQR4,0.715792135,-2.4405122,TMEM181,0.337872028,-0.77354884,SPC24,0.858948302,-1.0322825,EIF4EBP1,0.85897717,-0.10148954,PTBP2,0.896389011,0.29070327,NRBP2,0.756332337,0.5392385
CNP,0.700750256,-0.06671552,NIPBL,0.4617958,-0.13228363,PIFO,0.72602351,-2.5118268,AK1,0.715731198,-0.41275406,ARAF,0.337848614,-0.7661712,ZFAND4,0.858911152,-1.400293,NDUFV3,0.858900697,-0.079373345,RAP1GAP2,0.896521438,0.479995,ATP8B2,0.756714261,-0.7215364
MAU2,0.700693307,-0.5296572,TRPC4AP,0.461135231,-0.4197564,MARK4,0.72602351,-1.0471363,HMOX2,0.715624565,-0.04176268,DGKA,0.337427338,-0.6494855,CA2,0.858911152,-1.403228,SSNA1,0.858269847,-0.038925517,ZNF846,0.896521438,0.50753635,SNX13,0.757987769,0.00151389
ANKRD46,0.700624971,-0.26597512,FAM122B,0.461063013,-0.3989576,ZMYM5,0.72592375,-0.18909694,EMP2,0.715457009,-1.1036527,RNF13,0.337216826,-0.3503983,ZNF792,0.858874002,-1.3641212,CAPRIN1,0.858174271,-0.12612148,ARHGAP33,0.896609723,1.4002397,TCAF1,0.758306249,0.030628765
CAPZB,0.700590803,-0.052919257,MPHOSPH10,0.461021749,-0.2734102,CTSO,0.725809744,-0.42932552,DDX11,0.715213315,-1.1027678,DDX50,0.337064842,-0.70507884,ZNF568,0.858781129,-0.6321561,TCF3,0.858059583,-0.3984573,GEMIN4,0.896742155,0.38144785,FAM89B,0.758911474,-0.5722912
TMCO1,0.700579414,-0.026468782,ERRFI1,0.460836085,-0.9353483,HERC5,0.725766994,-0.41749513,LRR1,0.715182856,-0.3480908,REEP3,0.336924589,-1.0318152,CCDC61,0.858762555,-1.4243907,RBM6,0.857887557,-0.1239111,RASSF8,0.896830444,1.0004932,LAMB1,0.759007049,-0.64944166
POLD1,0.700568026,-0.5821505,MON1B,0.460763893,-0.53451455,LENG9,0.725766994,-2.5599577,TMEM214,0.715152396,-0.5270985,ALDH9A1,0.336924589,-0.41834947,SH3GLB1,0.858725406,-0.063656494,RUFY1,0.857811103,-0.35151905,ARAP3,0.896918734,0.9555472,FAM166B,0.759102628,3.24879
CCAR2,0.700556637,-0.36873937,RRP1,0.46070202,-0.44578147,FBXO48,0.725738494,-2.560134,XRN1,0.715137167,-0.19963674,N4BP2L1,0.336854476,-0.5528109,INPP5F,0.858725406,-0.9155711,RBMX2,0.857314185,-0.14914574,NOS3,0.896918734,1.0391785,SOWAHC,0.759357524,2.3399184
AASDHPPT,0.699793739,-0.11325248,TMEM33,0.460186589,-0.25728002,PTGR1,0.725738494,-2.5242033,TMEM187,0.715121938,-0.6914538,C16orf72,0.336749324,-0.6930104,CASZ1,0.858651111,-1.4573917,SBNO2,0.85719952,-0.7170775,ZBTB34,0.89696288,0.795183,HCRT,0.759357524,2.607722
KIF13B,0.699691283,-0.47514027,SUB1,0.460176284,-0.25106823,IQGAP1,0.725652996,-0.033989046,DCLRE1C,0.715106709,-0.2669289,KLHDC3,0.336550762,-0.3949779,SLC43A2,0.858613963,-1.5456662,ARFIP2,0.857180409,-0.25545236,RAVER1,0.89696288,0.5970593,STEAP2,0.759421252,2.7417057
INPP5K,0.699668516,-0.15945533,SPATA13,0.460145369,-0.13979235,ZWINT,0.725068856,-0.5682759,LIMD1,0.714893512,-1.1213651,FXN,0.336072188,-2.108602,CHML,0.858613963,-0.96730226,FBXL4,0.856989308,-0.50537336,FRMPD3,0.89696288,1.0201132,C11orf95,0.759421252,1.8731749
TRIM3,0.699645749,-3.004784,DNAJB4,0.459970204,-2.3983529,RAB6A,0.72505461,-0.09545576,UFSP2,0.714741242,-0.21488956,PSMD9,0.336037187,-0.5366708,MRC2,0.858576816,-1.62677,RAB25,0.856931979,-23.65996,B4GALT2,0.89696288,0.72005653,TLR5,0.759421252,2.467671
C7orf31,0.699622982,-2.8760335,CRIPT,0.459939297,-0.13830009,SMARCD1,0.724912162,-0.25341272,RNF185,0.714619434,-0.7573412,SSH2,0.335873883,-0.4554022,FLII,0.858558242,-0.12435956,MEGF8,0.856931979,-23.810888,PDE7B,0.897007026,0.7120126,LRRC56,0.759421252,2.5425293
